municipios,Total,Abacate,Algodão arbóreo (em caroço),Açaí,Azeitona,Banana (cacho),Borracha (látex coagulado),Borracha (látex líquido),Cacau (em amêndoa),Café (em grão) Total,Café (em grão) Arábica,Café (em grão) Canephora,Caju,Caqui,Castanha de caju,Chá da índia (folha verde),Coco da baía*,Dendê (cacho de coco),Erva mate (folha verde),Figo,Goiaba,Guaraná (semente),Laranja,Limão,Maçã,Mamão,Manga,Maracujá,Marmelo,Noz (fruto seco),Palmito,Pera,Pêssego,Pimenta do reino,Sisal ou agave (fibra),Tangerina,Tungue (fruto seco),Urucum (semente),Uva
Abadia dos Dourados,235,2,0,0,0,7,0,0,0,224,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Abaeté,88,0,0,0,0,8,0,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0
Abre Campo,4117,0,0,0,0,15,0,0,0,4100,4100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Acaiaca,9,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Açucena,44,2,0,0,0,32,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0
Água Boa,2715,2,0,0,0,100,0,0,0,2590,2310,280,0,0,0,0,2,0,0,0,0,0,7,2,0,0,0,1,0,0,0,0,0,9,0,2,0,0,0
Água Comprida,399,0,0,0,0,6,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aguanil,1957,20,0,0,0,13,0,0,0,1917,1917,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Águas Formosas,23,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0
Águas Vermelhas,866,0,0,0,0,60,0,0,0,798,798,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aimorés,1815,0,0,0,0,50,0,0,8,1650,680,970,0,0,0,0,80,0,0,0,1,0,4,3,0,0,8,0,0,0,0,0,0,7,0,4,0,0,0
Aiuruoca,51,0,0,0,40,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alagoa,42,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albertina,1500,0,0,0,0,0,0,0,0,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Além Paraíba,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfenas,12894,0,0,0,0,90,0,0,0,12785,12785,0,0,0,0,0,0,0,0,0,10,0,3,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Alfredo Vasconcelos,79,10,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,20,0,2,1,10,0,2,5,0,0,0,0,15,0,0,0,0,0,2
Almenara,198,2,0,0,0,35,0,0,50,70,50,20,0,0,0,0,18,0,0,0,0,0,5,5,0,2,5,0,0,0,0,0,0,0,0,5,0,1,0
Alpercata,19,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,2,0,0,2,1,0,0,0,0,0,2,0,1,0,0,0
Alpinópolis,6608,0,0,0,0,0,0,0,0,6600,6600,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4
Alterosa,5396,0,0,0,0,0,0,0,0,5335,5335,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Alto Caparaó,2556,2,0,0,0,4,0,0,0,2550,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alto Rio Doce,78,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,1
Alvarenga,50,0,0,0,0,23,0,0,0,16,8,8,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alvinópolis,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alvorada de Minas,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amparo do Serra,386,0,0,0,0,21,0,0,0,360,360,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Andradas,7752,8,0,0,40,720,0,0,0,6900,6900,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,6,0,0,5,0,0,70
Cachoeira de Pajeú,18,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0
Andrelândia,564,0,0,0,0,0,0,0,0,310,310,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,2,0,0,0,0,0,0,0,40,0,0,2
Angelândia,3764,0,0,0,0,21,0,0,0,3720,3720,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
Antônio Carlos,237,10,0,0,14,1,0,0,0,0,0,0,0,150,0,0,0,0,0,0,13,0,2,0,20,0,0,2,0,0,0,0,17,0,0,6,0,0,2
Antônio Dias,55,0,0,0,0,11,0,0,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antônio Prado de Minas,39,0,0,0,0,2,0,0,0,37,30,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Araçaí,18,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Aracitaba,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Araçuaí,430,0,0,0,0,380,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,1,0,0,31,0,0,0,0,0,0,5,0,0,0,0,0
Araguari,13958,12,0,0,0,215,310,0,0,13175,13175,0,0,0,0,0,72,0,0,0,8,0,7,6,0,15,25,85,0,0,22,0,0,1,0,2,0,0,3
Arantina,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Araponga,4423,6,0,0,0,11,0,0,0,4400,4400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Araporã,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arapuá,773,2,0,0,0,0,0,0,0,770,770,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Araújos,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Araxá,3483,52,0,0,0,0,0,0,0,3403,3403,0,0,0,0,0,0,0,0,0,1,0,20,4,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
Arceburgo,1826,2,0,0,0,4,0,0,0,1740,1740,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arcos,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Areado,2918,0,0,0,0,65,0,0,0,2850,2850,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argirita,31,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Aricanduva,822,0,0,0,0,7,0,0,0,815,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arinos,15,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0
Astolfo Dutra,259,37,0,0,0,0,2,0,0,8,8,0,0,0,0,0,9,0,0,0,4,0,2,2,0,0,112,3,0,0,0,0,0,0,0,80,0,0,0
Ataléia,163,0,0,0,0,27,0,0,0,95,85,10,0,0,0,0,2,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
Augusto de Lima,68,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,45,0,0,0,0,0,0,0,0,3,0,0,0
Baependi,931,0,0,0,20,5,0,0,0,905,905,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baldim,256,3,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,3,170,10,0,0,0,0,0,0,0,2,0,0,0
Bambuí,3001,0,0,0,0,18,0,0,0,2920,2920,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,8,0,0,0,0,0,0,0,10,0,0,0
Bandeira,74,0,0,0,0,7,0,0,25,40,40,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bandeira do Sul,372,0,0,0,0,2,0,0,0,370,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barão de Cocais,48,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Barão do Monte Alto,29,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Barbacena,608,44,0,0,32,50,0,0,0,0,0,0,0,79,0,0,0,0,0,1,80,0,15,1,63,2,4,6,0,0,0,4,200,0,0,24,0,0,3
Barra Longa,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Barroso,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bela Vista de Minas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belmiro Braga,18,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Belo Horizonte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belo Oriente,28,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,7,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0
Belo Vale,2805,10,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,2,12,0,0,0,0,0,0,0,2750,0,0,3
Berilo,212,0,0,0,0,15,0,0,0,176,176,0,0,0,0,0,12,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2
Bertópolis,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Berizal,321,0,0,0,0,10,0,0,0,310,310,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Betim,20,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,1,0,1,0,0,0,0,0,0,0,2,0,0,2
Bias Fortes,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bicas,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biquinhas,281,0,0,0,0,2,18,0,0,256,256,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0
Boa Esperança,8669,1,0,0,0,8,0,0,0,8630,8630,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14
Bocaina de Minas,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bocaiúva,359,1,0,0,0,75,0,0,0,182,182,0,0,0,0,0,9,0,0,0,0,0,20,5,0,1,23,3,0,0,0,0,0,32,0,5,0,1,2
Bom Despacho,107,4,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
Bom Jardim de Minas,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bom Jesus da Penha,2536,36,0,0,0,0,0,0,0,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bom Jesus do Amparo,111,0,0,0,0,87,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,13,0,0,0
Bom Jesus do Galho,1070,1,0,0,0,51,0,0,0,1000,1000,0,0,0,0,0,10,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
Bom Repouso,35,1,0,0,0,2,0,0,0,14,14,0,0,4,0,0,0,0,0,0,0,0,7,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Bom Sucesso,3493,0,0,0,0,0,0,0,0,3490,3490,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bonfim,576,20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,2,0,0,20,30,0,0,0,0,0,0,0,480,0,0,0
Bonfinópolis de Minas,836,0,0,0,0,1,0,0,0,760,760,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
Bonito de Minas,14,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Borda da Mata,419,0,0,0,0,16,0,0,0,400,400,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Botelhos,7072,2,0,0,0,75,0,0,0,6875,6875,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Botumirim,100,1,0,0,0,40,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,12,0,0,0,0,0,0,0,2,0,0,0
Brasilândia de Minas,26,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,5
Brasília de Minas,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Brás Pires,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Braúnas,16,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazópolis,2189,0,0,0,6,1700,0,0,0,411,411,0,0,0,0,0,0,0,0,5,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
Brumadinho,1556,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,115,13,0,0,4,12,0,0,0,0,0,0,0,1400,0,0,0
Bueno Brandão,2159,20,0,0,0,28,0,0,0,2040,2040,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,3,0,0,35,0,0,2
Buenópolis,98,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,1,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,1
Bugre,60,1,0,0,0,45,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buritis,1277,0,0,0,0,12,0,0,0,929,929,0,0,0,0,0,0,0,0,0,0,0,245,0,0,70,0,21,0,0,0,0,0,0,0,0,0,0,0
Buritizeiro,1228,0,0,0,0,7,0,0,0,1170,1170,0,0,0,0,0,0,0,0,0,0,0,30,5,0,3,0,5,0,0,0,0,0,0,0,0,0,0,8
Cabeceira Grande,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0
Cabo Verde,9108,0,0,0,0,8,0,0,0,9100,9100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cachoeira da Prata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cachoeira de Minas,1303,2,0,0,0,14,0,0,0,1280,1280,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Cachoeira Dourada,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caetanópolis,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caeté,288,0,0,0,0,240,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,4,0,0,0,0,0,0,0,0,28,0,0,0
Caiana,3530,0,0,0,0,30,0,0,0,3500,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cajuri,932,0,0,0,0,70,0,0,0,850,850,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
Caldas,1472,20,0,0,20,7,0,0,0,1300,1300,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,2,0,0,0,0,0,15,0,0,0,0,0,100
Camacho,2722,0,0,0,0,2,0,0,0,2710,2710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Camanducaia,45,1,0,0,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Cambuí,53,1,0,0,10,15,0,0,0,8,8,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,3
Cambuquira,3671,40,0,0,0,15,0,0,0,3000,3000,0,0,0,0,0,0,0,0,0,0,0,45,6,0,0,15,0,0,0,0,0,0,0,0,550,0,0,0
Campanário,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campanha,6698,20,0,0,0,6,0,0,0,3336,3336,0,0,35,0,0,0,0,0,0,2,0,630,30,3,0,2,2,0,0,0,0,17,0,0,2600,0,0,15
Campestre,12757,18,0,0,5,150,0,0,0,12480,12480,0,0,0,0,0,0,0,0,4,1,0,70,0,2,0,0,3,0,0,0,0,10,0,0,10,0,0,4
Campina Verde,1761,6,0,0,0,90,650,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,930,25,0,0,1,5,0,0,6,0,0,0,0,38,0,0,2
Campo Azul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campo Belo,2518,4,0,0,0,5,0,0,0,2500,2500,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0
Campo do Meio,4451,2,0,0,0,28,0,0,0,4418,4418,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campo Florido,312,5,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,10,0,0,0,7,0,0,0,0,3,0,0,0
Campos Altos,10491,380,0,0,0,0,0,0,0,10070,10070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,1
Campos Gerais,19223,160,0,0,0,13,0,0,0,19000,19000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,2
Canaã,967,0,0,0,0,4,0,0,0,960,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
Canápolis,909,0,0,0,0,750,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
Cana Verde,645,0,0,0,0,3,0,0,0,620,620,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
Candeias,6093,0,0,0,0,20,0,0,0,6070,6070,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cantagalo,21,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caparaó,5580,0,0,0,0,0,0,0,0,5580,5580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capela Nova,541,0,0,0,0,0,0,0,0,405,405,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,3
Capelinha,7213,0,0,0,0,135,0,0,0,7033,7033,0,0,0,0,0,0,0,0,0,0,0,24,4,0,1,3,2,0,0,0,0,0,2,0,2,0,6,1
Capetinga,5944,50,0,0,0,0,0,0,0,5890,5890,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Capim Branco,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capinópolis,11,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
Capitão Andrade,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capitão Enéas,912,1,0,0,0,690,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,1,0
Capitólio,2136,40,0,0,0,13,0,0,0,1800,1800,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,1
Caputira,4629,2,0,0,0,7,0,0,0,4620,4620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caraí,578,0,0,0,0,50,0,0,0,500,500,0,0,0,0,0,2,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0
Caranaíba,47,0,0,0,0,2,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Carandaí,119,8,0,0,0,5,0,0,0,40,40,0,0,6,0,0,0,0,0,0,6,0,2,4,10,0,2,2,0,0,0,0,12,0,0,20,0,0,2
Carangola,4544,0,0,0,0,310,0,0,0,4225,4225,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0
Caratinga,12395,11,0,0,0,350,0,0,0,11930,11930,0,0,0,0,0,3,0,0,0,2,0,29,13,0,0,10,4,0,0,15,0,0,0,0,28,0,0,0
Carbonita,43,0,0,0,0,8,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
Careaçu,1188,0,0,0,0,4,0,0,0,1180,1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Carlos Chagas,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
Carmésia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carmo da Cachoeira,12584,550,0,0,0,0,0,0,0,12000,12000,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,7,0,0,0,0,0,0,0,0,10,0,0,0
Carmo da Mata,933,0,0,0,0,3,0,0,0,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,18,0,0,0
Carmo de Minas,3496,1,0,0,0,140,0,0,0,3350,3350,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carmo do Cajuru,37,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Carmo do Paranaíba,11624,8,0,0,0,6,0,0,0,11540,11540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0
Carmo do Rio Claro,11615,0,0,0,0,2,0,0,0,11500,11500,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Carmópolis de Minas,187,50,0,0,0,6,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,10,3,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0
Carneirinho,569,0,0,0,0,150,405,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0
